hyperparameter_setting_id,bits,Full precision,Post minmaxQ,Post quantileQ,Pre minmaxQ,Pre quantileQ,SoftQ,HardQ,Bitwise softQ,Bitwise hardQ,dataset
8,8,0.4916875836524096,0.5001867887648669,0.5035510063171387,0.5226820111274719,0.4983514980836348,0.5287907259030775,0.5288332158868964,0.5477973412383687,0.5477664822881873,wine
9,2,0.5434572046453302,0.9588472788984124,0.6125135503031991,0.6722954240712252,0.5284147343852303,0.5526270243254575,0.552589172666723,0.6125780669125643,0.6168076666918668,wine
9,3,0.5585979439995505,0.9687559442086652,0.6653909087181091,0.6083618104457855,0.58415933359753,0.5641416392543099,0.5641023001887582,0.5304213979027488,0.5303928039290688,wine
9,4,0.5296910161321814,0.6957170854915272,0.557321469892155,0.6208298964933916,0.5660698955709283,0.5687996718016538,0.5688473609360781,0.6107990768822756,0.6116295551711862,wine
9,5,0.5021701482209292,0.5141380727291107,0.5115121873942289,0.5540612502531572,0.5238572006875818,0.5130038044669412,0.5130038044669412,0.5313549854538657,0.5313540642911737,wine
9,6,0.5266846418380737,0.5400501191616058,0.5321965000846169,0.5445262545889075,0.5714019699530168,0.5808071006428112,0.5808103111657229,0.5719492679292505,0.5722089843316511,wine
9,7,0.5487909682772376,0.5550918277691711,0.5618518563834104,0.545876757665114,0.5570201684128154,0.514045850797133,0.5140335722403093,0.5431325408545408,0.543136025016958,wine
9,8,0.5282173590226606,0.5290414799343456,0.5219776562669061,0.5114252242175016,0.5454219037836249,0.5551082329316572,0.5551075989549811,0.5624004602432251,0.5623837140473452,wine
10,2,0.5173324021426114,1.6385635733604431,0.7551712935621088,0.645500968803059,0.5972379879517988,0.5897773693908345,0.5897773422978141,0.5716925696893171,0.5716925696893171,wine
10,3,0.4851188524202867,1.0166382085193286,0.5419367172501304,0.5501988956874068,0.5558194382624193,0.5275449508970435,0.5275449508970435,0.5125898366624658,0.5125903676856648,wine
10,4,0.5169839425520464,0.6238741305741397,0.549462147734382,0.5141393677754835,0.539830665696751,0.5112682201645591,0.5112646682695909,0.4890545579520138,0.4890524230220101,wine
10,5,0.5293743935498324,0.5540906109593131,0.5289690386165272,0.5290931219404394,0.5345287173986435,0.5166474120183424,0.5166482166810469,0.5866973914883353,0.5867075296965513,wine
10,6,0.539450466632843,0.5504041666334326,0.5643306970596313,0.5241621326316487,0.5647395659576763,0.5445493459701538,0.5446353527632627,0.5467430732466958,0.5465269603512504,wine
10,7,0.5212613940238953,0.5086506767706438,0.4966245483268391,0.5012780685316433,0.5308886481957003,0.5118513351136987,0.5119407393715598,0.5241122923114083,0.5242760235613043,wine
10,8,0.5126619935035706,0.5157853283665397,0.5244541114026849,0.538175490769473,0.5287120152603496,0.532404055649584,0.5323922119357369,0.5381799936294556,0.5381760976531289,wine
11,2,0.5271222835237329,2.229458971457048,0.7386027086864818,0.6444989578290419,0.6061774925752119,0.576555302197283,0.5765552967786789,0.5893591506914659,0.5895311832427979,wine
11,3,0.524502076885917,0.8389425006779757,0.5420222417874769,0.6022028489546343,0.5153216475790198,0.5384412922642448,0.5377175807952881,0.4853226325728677,0.4884605868296189,wine
11,4,0.5187177116220648,0.5811492854898627,0.5246508907188069,0.5501063845374368,0.5398086309432983,0.5489838204600594,0.5492189905860207,0.5318076041611758,0.5334880934520201,wine
11,5,0.5519380081783641,0.5582636052911932,0.5565717084841295,0.5320494852282784,0.4921911087903109,0.564036800102754,0.5640259791504253,0.5269060890105638,0.5269060781733557,wine
11,6,0.5352128175171939,0.5482231188904155,0.5359616008671847,0.5482398393479261,0.5638260462067344,0.5737859335812655,0.573771671815352,0.5540676550431685,0.5540460348129272,wine
11,7,0.4857721193270249,0.480036661028862,0.4836766205050729,0.5082869150421836,0.4933425757018002,0.5214414704929698,0.521391283382069,0.5320594988086007,0.532133473591371,wine
11,8,0.5145280334082517,0.5167817879806865,0.5103646137497642,0.5128399716182188,0.5169554406946356,0.5056256367401644,0.5066114785996351,0.5007521401752125,0.5012319711121646,wine
12,2,0.5606528195467863,1.8464518135244197,0.7266374772245233,0.6672953313047235,0.5978465947237882,0.5293325890194286,0.5291218053210865,0.589279902252284,0.5902980118989944,wine
12,3,0.519012988968329,1.0170078927820378,0.6054487716067921,0.5933201556855981,0.575941027565436,0.5305047238414938,0.532807398926128,0.5439010262489319,0.5511614707383242,wine
12,4,0.5327140905640342,0.587039749730717,0.5653801993890242,0.5624679001894864,0.5239010507410223,0.5175783363255587,0.5175707909193906,0.5390426489439878,0.5390426218509674,wine
12,5,0.5011186775836077,0.5260404185815291,0.5175810781392184,0.4888559715314345,0.4983209290287711,0.5364030247384851,0.5364036397500471,0.5274710059165955,0.52746736461466,wine
12,6,0.5199046893553301,0.53387850522995,0.5182964612137188,0.5413113507357511,0.551341944120147,0.5406289100646973,0.5401429290121252,0.5008362910964272,0.5010974949056451,wine
12,7,0.5518385320901871,0.5455187762325461,0.54194114966826,0.4918844496661966,0.5275121791796251,0.5331867228854786,0.5331719192591581,0.5552333105694164,0.5552428093823519,wine
12,8,0.5184946588494561,0.5127644091844559,0.509625720706853,0.522332023490559,0.5173630714416504,0.5214903435923837,0.5215023756027222,0.5329209132628008,0.5329206721349196,wine
13,2,0.5296106392687018,1.5782755721699109,0.7683082629333843,0.6438451598991047,0.6290694583546032,0.5645335858518427,0.5645335858518427,0.5888469368219376,0.5888469368219376,wine
13,3,0.5066455954855139,0.9931060129945928,0.5352425385605205,0.5757611691951752,0.5019006702032957,0.5423067347569899,0.5423284091732719,0.5578247254545038,0.5580800473690033,wine
13,4,0.5033669769763947,0.6440199613571167,0.5595083128322255,0.5415490107102827,0.530013848434795,0.5631946352395144,0.5627852244810625,0.5454078370874579,0.5456635572693564,wine
13,5,0.5458703474564985,0.572570101781325,0.5532891533591531,0.5092904527078975,0.537396636876193,0.5253217735073783,0.5253038731488314,0.5488885884935205,0.5489501004869287,wine
13,6,0.5280185070904818,0.5553643026135184,0.5196143036538904,0.5128862979737195,0.5470785444433038,0.5518503378738057,0.5523170070214705,0.5419620492241599,0.5423685312271118,wine
13,7,0.5573396140878851,0.55470395359126,0.5655950443311171,0.5239461308175867,0.5592281019145792,0.5322126827456735,0.5322177301753651,0.5828206268223849,0.5828029973940416,wine
13,8,0.5215641964565624,0.516137423840436,0.5111894417892803,0.5237800614400343,0.5485708523880352,0.5231995392929424,0.5231939486481927,0.5496835898269307,0.5496860119429502,wine
14,2,0.5246062143282457,1.454214014790275,0.6934703967788003,0.6472690945321863,0.5360704145648263,0.5602052442052148,0.5619024729186838,0.5738277950070121,0.5675469528545033,wine
14,3,0.5137950317426161,1.0174044424837283,0.595804439349608,0.6109962544657968,0.5523671480742368,0.550981266932054,0.5509819523854689,0.5123089782216332,0.5123098750006069,wine
14,4,0.5165059972893108,0.5692144388502295,0.5216223326596346,0.5802629075267098,0.5208055458285592,0.523004185069691,0.5231290446086363,0.5625310838222504,0.563793423500928,wine
14,5,0.5361748473210768,0.5447649549354207,0.5306315313686024,0.5077027001164176,0.5037787041880868,0.5173168236559088,0.5172478773377158,0.4881844303824685,0.4881937205791473,wine
14,6,0.5355876792560924,0.543279536745765,0.5369084612889723,0.5111173472621224,0.5227728269316934,0.5338882776823911,0.5338927155191248,0.5143764181570574,0.5143852775747125,wine
14,7,0.5211394158276644,0.5262447839433496,0.5291370695287531,0.5064327825199474,0.54462254318324,0.5254377316344868,0.5254378887740049,0.5723983916369352,0.5723954981023615,wine
14,8,0.5233291983604431,0.5243856554681604,0.5293684818527915,0.4839435897090218,0.5416888946836645,0.5243073132905093,0.5245952389457009,0.5230083397843621,0.5228074775500731,wine
15,2,0.523357014764439,1.290735130960291,0.5879060057076541,0.6550229950384661,0.5265750857916746,0.5412533527070825,0.5453790128231049,0.5734168995510448,0.5793659714135256,wine
15,3,0.512458630583503,0.9827402450821616,0.6142366040836681,0.6052886857227846,0.5558792894536798,0.5272898132150824,0.5449530522931706,0.5023155971006914,0.521785706281662,wine
15,4,0.520992711186409,0.5675782723860308,0.5340524586764249,0.5430956482887268,0.5288943756710399,0.5269131823019548,0.527827029878443,0.535000664266673,0.5358605493198741,wine
15,5,0.5076784789562225,0.5919572548432783,0.520475750619715,0.5592854700305245,0.5509355745532296,0.5649828910827637,0.5648136653683402,0.5697755759412592,0.5691346417773854,wine
15,6,0.517867998643355,0.5200031806122173,0.5345348444851962,0.544411613182588,0.540802692825144,0.5358116843483665,0.5358120419762351,0.5367718907919797,0.5367748954079368,wine
15,7,0.527113445780494,0.5283952057361603,0.515506771477786,0.5246626328338276,0.4968417422337965,0.4978546039624648,0.4979358369653875,0.5265116149728949,0.5265861722556028,wine
15,8,0.5181182650002566,0.522202654318376,0.5161535983735864,0.5391283956441012,0.5472331019965085,0.5377470038153909,0.5378884375095367,0.5419430434703827,0.5419517105275934,wine
16,2,0.5414718416604128,2.4424620758403432,0.6977039006623355,0.6415002996271307,0.5664629936218262,0.5443733686750586,0.5443734472448175,0.5854908634315837,0.5854908634315837,wine
